Phase uvw1-uvv uvw1-uvvErr
-15.0 2.05105842698996 0.5944419435637127
-14.94994994994995 2.048945056994487 0.5937775356066552
-14.8998998998999 2.0468228919552303 0.593105709584182
-14.84984984984985 2.044691938926232 0.5924263921989437
-14.7997997997998 2.042552205751077 0.5917395095794925
-14.74974974974975 2.040403701076105 0.591044987278324
-14.6996996996997 2.0382464343637947 0.5903427502699661
-14.64964964964965 2.036080415906322 0.5896327229491188
-14.5995995995996 2.0339056568392873 0.5889148291288427
-14.54954954954955 2.031722169155625 0.5881889920388025
-14.4994994994995 2.0295299657196866 0.5874551343235629
-14.44944944944945 2.027329060281506 0.5867131780409421
-14.3993993993994 2.025119467491247 0.5859630446604223
-14.34934934934935 2.0229012029138347 0.5852046550616198
-14.2992992992993 2.0206742830437756 0.5844379295328181
-14.24924924924925 2.018438725320162 0.5836627877695637
-14.1991991991992 2.016194548141872 0.5828791488733267
-14.14914914914915 2.0139417708829597 0.5820869313502309
-14.0990990990991 2.0116804139082416 0.5812860531098527
-14.04904904904905 2.00941049858908 0.5804764314640916
-13.998998998999 2.0071320473193683 0.5796579831261153
-13.94894894894895 2.0048450835317118 0.578830624209381
-13.8988988988989 2.0025496317138227 0.5779942702267356
-13.84884884884885 2.0002457174251145 0.5771488360895963
-13.7987987987988 1.9979333673135065 0.5762942361072155
-13.74874874874875 1.9956126091324418 0.5754303839860312
-13.6986986986987 1.9932834717581178 0.5745571928291051
-13.64864864864865 1.9909459852069333 0.5736745751356541
-13.598598598598599 1.9886001806531532 0.5727824428006728
-13.548548548548549 1.9862460904467967 0.5718807071146549
-13.498498498498499 1.9838837481317464 0.5709692787634119
-13.448448448448449 1.9815131884640858 0.5700480678279959
-13.398398398398399 1.9791344474306647 0.569116983784727
-13.348348348348349 1.976747562267896 0.5681759355053282
-13.298298298298299 1.9743525714807872 0.5672248312571729
-13.248248248248249 1.9719495148622064 0.5662635787036464
-13.198198198198199 1.9695384335123913 0.5652920849046253
-13.148148148148149 1.9671193698586964 0.5643102563170789
-13.098098098098099 1.964692367675588 0.5633179987957941
-13.048048048048049 1.9622574721048855 0.5623152175942304
-12.997997997997999 1.959814729676252 0.5613018173655056
-12.947947947947949 1.9573641883279405 0.5602777021635174
-12.897897897897899 1.954905897427793 0.5592427754442061
-12.847847847847849 1.9524399077945032 0.5581969400669591
-12.797797797797799 1.9499662717191344 0.5571400982961642
-12.747747747747749 1.9474850429869095 0.556072151802915
-12.697697697697699 1.9449962768992626 0.5549930016668723
-12.647647647647648 1.9425000302961652 0.5539025483782858
-12.597597597597598 1.9399963615787248 0.5528006918401828
-12.547547547547548 1.9374853307320596 0.5516873313707245
-12.497497497497498 1.9349669993484564 0.5505623657057395
-12.447447447447448 1.932441430650806 0.5494256930014361
