Phase uvw1-uvv uvw1-uvvErr
-15.0 1.3257845265527028 0.2873134496489297
-14.94994994994995 1.3227430749479354 0.2836753734166762
-14.8998998998999 1.319693554792222 0.2800401401392566
-14.84984984984985 1.3166360561434107 0.2764089251908742
-14.7997997997998 1.313570671239181 0.2727829553389664
-14.74974974974975 1.3104974945281764 0.26916351068837996
-14.6996996996997 1.3074166227015152 0.26555192665647
-14.64964964964965 1.3043281547246734 0.261949595970218
-14.5995995995996 1.3012321918697651 0.25835797067444377
-14.54954954954955 1.298128837748199 0.2547785641377881
-14.4994994994995 1.295018198343747 0.2512129530405104
-14.44944944944945 1.2919003820459887 0.2476627793250003
-14.3993993993994 1.2887754996841791 0.24412975208642584
-14.34934934934935 1.2856436645615084 0.24061564937694546
-14.2992992992993 1.282504992489785 0.23712231989244678
-14.24924924924925 1.2793596018245257 0.23365168450572762
-14.1991991991992 1.2762076135004712 0.23020573760448945
-14.14914914914915 1.2730491510675304 0.22678654818630006
-14.0990990990991 1.2698843407271458 0.22339626065594223
-14.04904904904905 1.266713311369105 0.220037095263182
-13.998998998999 1.2635361946087817 0.21671134811109616
-13.94894894894895 1.2603531248248323 0.21342139065667215
-13.8988988988989 1.2571642391973286 0.21016966861658104
-13.84884884884885 1.2539696777463607 0.20695870018196458
-13.7987987987988 1.250769583371088 0.20379107343692582
-13.74874874874875 1.2475641018892571 0.20066944286650346
-13.6986986986987 1.2443533820771966 0.1975965248314851
-13.64864864864865 1.241137575710277 0.1945750918799819
-13.598598598598599 1.2379168376038572 0.1916079657596773
-13.548548548548549 1.2346913256547165 0.18869800899072067
-13.498498498498499 1.2314612008829755 0.18584811485801445
-13.448448448448449 1.2282266274745093 0.18306119568393123
-13.398398398398399 1.2249877728238792 0.18034016924909027
-13.348348348348349 1.2217448462284413 0.1776876398655889
-13.298298298298299 1.2184984173224462 0.17510338531415412
-13.248248248248249 1.2152492521063871 0.17258564697423454
-13.198198198198199 1.2119981220081495 0.17013264290338365
-13.148148148148149 1.2087458021291688 0.16774259692211801
-13.098098098098099 1.2054930713792897 0.16541375313910173
-13.048048048048049 1.2022407126122054 0.16314439065990258
-12.997997997997999 1.1989895127614925 0.16093283839637545
-12.947947947947949 1.1957402629772544 0.158777489890682
-12.897897897897899 1.1924937587633981 0.1566768180653739
-12.847847847847849 1.1892508001155442 0.15462938980850544
-12.797797797797799 1.1860121916596098 0.15263388030013167
-12.747747747747749 1.182778742791049 0.15068908698376374
-12.697697697697699 1.17955126781481 0.14879394308283583
-12.647647647647648 1.1763305860859776 0.14694753055806475
-12.597597597597598 1.173117522151154 0.14514909239622395
-12.547547547547548 1.16991290589058 0.14339804411430537
-12.497497497497498 1.1667175726610108 0.14169398435508462
-12.447447447447448 1.163532363439371 0.14003670444062652
-12.397397397397398 1.1603581249672037 0.13842619673933038
-12.347347347347348 1.1571957098959171 0.13686266168974007
-12.297297297297296 1.154045976932876 0.1353465133109909
-12.247247247247246 1.1509097909883241 0.13387838301554283
-12.197197197197196 1.1477880233231632 0.1324591215257446
-12.147147147147146 1.1446815516976268 0.13108979868230108
-12.097097097097096 1.141591260520831 0.12977170092115203
-12.047047047047046 1.1385180410012516 0.12850632618684854
-11.996996996996996 1.1354627912981254 0.12729537604674032
-11.946946946946946 1.1324264166738003 0.1261407447730346
-11.896896896896896 1.1294098296470545 0.1250445051707613
-11.846846846846846 1.1264139501473944 0.12400889095102842
-11.796796796796796 1.1234397056703622 0.12303627548232729
-11.746746746746746 1.1204880314338546 0.12212914679986188
-11.696696696696696 1.1175598705354883 0.12129007881486256
-11.646646646646646 1.1146561741110181 0.12052169874318415
-11.596596596596596 1.1117779014938294 0.11982665086455059
-11.546546546546546 1.1089260203755271 0.1192075568288618
-11.496496496496496 1.10610150696764 0.11866697284099992
-11.446446446446446 1.1033053461644473 0.1182073441757023
-11.396396396396396 1.1005385367856453 0.1178308439274952
-11.346346346346346 1.0978022516557762 0.11753575042030776
-11.296296296296296 1.0950978700535634 0.11731572974369966
-11.246246246246246 1.092426792279677 0.11716404961200326
-11.196196196196196 1.0897904282878412 0.11707390341739117
-11.146146146146146 1.0871901979118404 0.11703847100273393
-11.096096096096096 1.0846275310938087 0.11705097481635214
-11.046046046046046 1.0821038681138428 0.11710473088477469
-10.995995995995996 1.0796206598209432 0.11719319427615296
