Phase uvw1-uvv uvw1-uvvErr
-15.0 1.2496518810157455 0.06668466783670317
-14.94994994994995 1.2569725574477588 0.06665818600655177
-14.8998998998999 1.2640914776930883 0.0665904746374101
-14.84984984984985 1.2710059229436665 0.0664839446443484
-14.7997997997998 1.2777131488312587 0.0663421406970754
-14.74974974974975 1.2842103849759283 0.06616977735462792
-14.6996996996997 1.290494834531774 0.06597277613570623
-14.64964964964965 1.2965636737298571 0.06575830092657371
-14.5995995995996 1.3024140514182956 0.06553478811422883
-14.54954954954955 1.308043088599456 0.06531196669089269
-14.4994994994995 1.3134478779641938 0.0651008623580181
-14.44944944944945 1.3186254834231024 0.06491377846744947
-14.3993993993994 1.3235729396346747 0.06476424564858906
-14.34934934934935 1.328287251530371 0.06466693143528446
-14.2992992992993 1.3327653938365238 0.06463750144930062
-14.24924924924925 1.337004310592999 0.06469242508062763
-14.1991991991992 1.3410009146685984 0.06484872145506337
-14.14914914914915 1.3447520872731098 0.0651236459734599
-14.0990990990991 1.3482546774659872 0.06553432373264008
-14.04904904904905 1.3515055016615714 0.06609734316879137
-13.998998998999 1.35450134313081 0.06682833031443582
-13.94894894894895 1.3572389549653412 0.06774152007615755
-13.8988988988989 1.3597168829918638 0.06884427690087996
-13.84884884884885 1.3619384597843116 0.07012860188614617
-13.7987987987988 1.363907770040818 0.07158277786719337
-13.74874874874875 1.3656288651636093 0.07319402989933246
-13.6986986986987 1.367105763856825 0.07494895112796283
-13.64864864864865 1.3683424527207944 0.07683387390874925
-13.598598598598599 1.3693428868429085 0.07883517645573691
-13.548548548548549 1.3701109903850752 0.08093952317628415
-13.498498498498499 1.3706506571678814 0.08313404255979062
-13.448448448448449 1.3709657512515085 0.08540644998840412
-13.398398398398399 1.3710601075134445 0.08774512447104872
-13.348348348348349 1.3709375322231045 0.09013914855902788
-13.298298298298299 1.3706018036133778 0.0925783200738337
-13.248248248248249 1.3700566724491963 0.09505314317351292
-13.198198198198199 1.3693058625931753 0.09755480500066416
-13.148148148148149 1.3683530715683978 0.10007514288498454
