# 2006gz SiII
-13.5	13.0
-13.7	13.3
-12.5	13.2
-11.4	13.0
-9.4	12.6
-8.3	12.4
-4.5	12.1
-1.5	11.8
5.7	11.2
6.7	11.0
7.6	11.0
9.5	10.7
11.5	10.8
