# 2012dn SiII
-14.00	   12.00         
-11.58     11.884555      
 -7.60     11.553666      
 -5.60     11.347545      
 -0.60     10.935759      
  4.41     10.539906      
 5.39      10.483218      
 10.37     10.104626     
# 26.34     10.060632	 

