# SN2005cf SiII
-12		15.30
-10.2	14.30
-9.5	11.90
-8.5	11.20
-6	    11.00
-5	    10.50
-1	    9.90 
0	    9.95 
4	    9.50 
7	    9.40 
10	    9.40 
12	    9.30 
17	    9.30 
26	    9.20 
29	    9.20 

